aqi,co,datetime,no2,o3,pm10,pm25,so2,timestamp_local,timestamp_utc,ts
64,60.3,2023-03-15:19,48.7,12.3,27.3,18.33,81,2023-03-16T06:00:00,2023-03-15T19:00:00,1678906800
63,55.4,2023-03-15:18,50,13,27,18,89,2023-03-16T05:00:00,2023-03-15T18:00:00,1678903200
63,61.3,2023-03-15:17,56,11.3,27.3,18,78,2023-03-16T04:00:00,2023-03-15T17:00:00,1678899600
63,67.1,2023-03-15:16,62,9.7,27.7,18,67,2023-03-16T03:00:00,2023-03-15T16:00:00,1678896000
63,73,2023-03-15:15,68,8,28,18,56,2023-03-16T02:00:00,2023-03-15T15:00:00,1678892400
63,78,2023-03-15:14,67.3,11.3,28.3,18,55.3,2023-03-16T01:00:00,2023-03-15T14:00:00,1678888800
63,83.1,2023-03-15:13,66.7,14.7,28.7,18,54.7,2023-03-16T00:00:00,2023-03-15T13:00:00,1678885200
63,88.1,2023-03-15:12,66,18,29,18,54,2023-03-15T23:00:00,2023-03-15T12:00:00,1678881600
63,79.2,2023-03-15:11,64.3,19,29,18,51.7,2023-03-15T22:00:00,2023-03-15T11:00:00,1678878000
63,70.2,2023-03-15:10,62.7,20,29,18,49.3,2023-03-15T21:00:00,2023-03-15T10:00:00,1678874400
63,61.3,2023-03-15:09,61,21,29,18,47,2023-03-15T20:00:00,2023-03-15T09:00:00,1678870800
59,53.3,2023-03-15:08,45.3,40.7,26,16,46.7,2023-03-15T19:00:00,2023-03-15T08:00:00,1678867200
54,45.3,2023-03-15:07,29.7,60.3,23,14,46.3,2023-03-15T18:00:00,2023-03-15T07:00:00,1678863600
50,37.4,2023-03-15:06,14,80,20,12,46,2023-03-15T17:00:00,2023-03-15T06:00:00,1678860000
47,36.8,2023-03-15:05,14.3,73.3,19,11.33,45,2023-03-15T16:00:00,2023-03-15T05:00:00,1678856400
44,36.2,2023-03-15:04,14.7,66.7,18,10.67,44,2023-03-15T15:00:00,2023-03-15T04:00:00,1678852800
42,35.6,2023-03-15:03,15,60,17,10,43,2023-03-15T14:00:00,2023-03-15T03:00:00,1678849200
40,35.8,2023-03-15:02,15.3,55,16,9.67,44.7,2023-03-15T13:00:00,2023-03-15T02:00:00,1678845600
39,36,2023-03-15:01,15.7,50,15,9.33,46.3,2023-03-15T12:00:00,2023-03-15T01:00:00,1678842000
37,36.2,2023-03-15:00,16,45,14,9,48,2023-03-15T11:00:00,2023-03-15T00:00:00,1678838400
42,41.8,2023-03-14:23,20.7,35,15.7,10,44.7,2023-03-15T10:00:00,2023-03-14T23:00:00,1678834800
46,47.5,2023-03-14:22,25.3,25,17.3,11,41.3,2023-03-15T09:00:00,2023-03-14T22:00:00,1678831200
50,53.1,2023-03-14:21,30,15,19,12,38,2023-03-15T08:00:00,2023-03-14T21:00:00,1678827600
53,55.1,2023-03-14:20,31.7,13.7,21,13.33,34.7,2023-03-15T07:00:00,2023-03-14T20:00:00,1678824000
56,57,2023-03-14:19,33.3,12.3,23,14.67,31.3,2023-03-15T06:00:00,2023-03-14T19:00:00,1678820400
59,58.9,2023-03-14:18,35,11,25,16,28,2023-03-15T05:00:00,2023-03-14T18:00:00,1678816800
62,62.3,2023-03-14:17,35.7,10.3,28,17.67,28.3,2023-03-15T04:00:00,2023-03-14T17:00:00,1678813200
66,65.6,2023-03-14:16,36.3,9.7,31,19.33,28.7,2023-03-15T03:00:00,2023-03-14T16:00:00,1678809600
69,68.9,2023-03-14:15,37,9,34,21,29,2023-03-15T02:00:00,2023-03-14T15:00:00,1678806000
72,76.8,2023-03-14:14,34.7,10.7,35.7,22,33.3,2023-03-15T01:00:00,2023-03-14T14:00:00,1678802400
74,84.8,2023-03-14:13,32.3,12.3,37.3,23,37.7,2023-03-15T00:00:00,2023-03-14T13:00:00,1678798800
76,92.8,2023-03-14:12,30,14,39,24,42,2023-03-14T23:00:00,2023-03-14T12:00:00,1678795200
67,70.6,2023-03-14:11,24.7,20,33,20,40.3,2023-03-14T22:00:00,2023-03-14T11:00:00,1678791600
59,48.4,2023-03-14:10,19.3,26,27,16,38.7,2023-03-14T21:00:00,2023-03-14T10:00:00,1678788000
50,26.3,2023-03-14:09,14,32,21,12,37,2023-03-14T20:00:00,2023-03-14T09:00:00,1678784400
46,27.6,2023-03-14:08,14.3,34,19.7,11,40.7,2023-03-14T19:00:00,2023-03-14T08:00:00,1678780800
42,29,2023-03-14:07,14.7,36,18.3,10,44.3,2023-03-14T18:00:00,2023-03-14T07:00:00,1678777200
37,30.3,2023-03-14:06,15,38,17,9,48,2023-03-14T17:00:00,2023-03-14T06:00:00,1678773600
40,33.3,2023-03-14:05,17,35.7,17.7,9.67,53,2023-03-14T16:00:00,2023-03-14T05:00:00,1678770000
43,36.2,2023-03-14:04,19,33.3,18.3,10.33,58,2023-03-14T15:00:00,2023-03-14T04:00:00,1678766400
46,39.1,2023-03-14:03,21,31,19,11,63,2023-03-14T14:00:00,2023-03-14T03:00:00,1678762800
47,34.2,2023-03-14:02,15.3,36.3,19.7,11.33,45.7,2023-03-14T13:00:00,2023-03-14T02:00:00,1678759200
49,29.4,2023-03-14:01,9.7,41.7,20.3,11.67,28.3,2023-03-14T12:00:00,2023-03-14T01:00:00,1678755600
50,24.5,2023-03-14:00,4,47,21,12,11,2023-03-14T11:00:00,2023-03-14T00:00:00,1678752000
56,26.7,2023-03-13:23,7,41.3,25.7,14.67,14.3,2023-03-14T10:00:00,2023-03-13T23:00:00,1678748400
62,28.8,2023-03-13:22,10,35.7,30.3,17.33,17.7,2023-03-14T09:00:00,2023-03-13T22:00:00,1678744800
67,30.9,2023-03-13:21,13,30,35,20,21,2023-03-14T08:00:00,2023-03-13T21:00:00,1678741200
66,30.5,2023-03-13:20,12.7,29.7,33.7,19.33,20,2023-03-14T07:00:00,2023-03-13T20:00:00,1678737600
64,30.2,2023-03-13:19,12.3,29.3,32.3,18.67,19,2023-03-14T06:00:00,2023-03-13T19:00:00,1678734000
63,29.8,2023-03-13:18,12,29,31,18,18,2023-03-14T05:00:00,2023-03-13T18:00:00,1678730400
60,28.6,2023-03-13:17,9.7,32,29,16.67,15.7,2023-03-14T04:00:00,2023-03-13T17:00:00,1678726800
57,27.4,2023-03-13:16,7.3,35,27,15.33,13.3,2023-03-14T03:00:00,2023-03-13T16:00:00,1678723200
54,26.3,2023-03-13:15,5,38,25,14,11,2023-03-14T02:00:00,2023-03-13T15:00:00,1678719600
56,26.3,2023-03-13:14,5.3,37,26,14.67,14,2023-03-14T01:00:00,2023-03-13T14:00:00,1678716000
57,26.3,2023-03-13:13,5.7,36,27,15.33,17,2023-03-14T00:00:00,2023-03-13T13:00:00,1678712400
59,26.3,2023-03-13:12,6,35,28,16,20,2023-03-13T23:00:00,2023-03-13T12:00:00,1678708800
55,24.7,2023-03-13:11,6,35.3,25,14.33,19.3,2023-03-13T22:00:00,2023-03-13T11:00:00,1678705200
51,23.1,2023-03-13:10,6,35.7,22,12.67,18.7,2023-03-13T21:00:00,2023-03-13T10:00:00,1678701600
46,21.6,2023-03-13:09,6,36,19,11,18,2023-03-13T20:00:00,2023-03-13T09:00:00,1678698000
47,22.8,2023-03-13:08,6.7,36.3,20,11.33,22.7,2023-03-13T19:00:00,2023-03-13T08:00:00,1678694400
49,23.9,2023-03-13:07,7.3,36.7,21,11.67,27.3,2023-03-13T18:00:00,2023-03-13T07:00:00,1678690800
50,25.1,2023-03-13:06,8,37,22,12,32,2023-03-13T17:00:00,2023-03-13T06:00:00,1678687200
52,25.7,2023-03-13:05,8.3,37.3,23.7,13,35.3,2023-03-13T16:00:00,2023-03-13T05:00:00,1678683600
54,26.3,2023-03-13:04,8.7,37.7,25.3,14,38.7,2023-03-13T15:00:00,2023-03-13T04:00:00,1678680000
56,26.8,2023-03-13:03,9,38,27,15,42,2023-03-13T14:00:00,2023-03-13T03:00:00,1678676400
56,25.1,2023-03-13:02,6.7,40.7,27.7,15,30.7,2023-03-13T13:00:00,2023-03-13T02:00:00,1678672800
56,23.3,2023-03-13:01,4.3,43.3,28.3,15,19.3,2023-03-13T12:00:00,2023-03-13T01:00:00,1678669200
56,21.6,2023-03-13:00,2,46,29,15,8,2023-03-13T11:00:00,2023-03-13T00:00:00,1678665600
54,22.4,2023-03-12:23,2.3,46.3,26.3,14,8.3,2023-03-13T10:00:00,2023-03-12T23:00:00,1678662000
52,23.1,2023-03-12:22,2.7,46.7,23.7,13,8.7,2023-03-13T09:00:00,2023-03-12T22:00:00,1678658400
50,23.9,2023-03-12:21,3,47,21,12,9,2023-03-13T08:00:00,2023-03-12T21:00:00,1678654800
49,24.7,2023-03-12:20,3.7,46,21,11.67,10.3,2023-03-13T07:00:00,2023-03-12T20:00:00,1678651200
47,25.5,2023-03-12:19,4.3,45,21,11.33,11.7,2023-03-13T06:00:00,2023-03-12T19:00:00,1678647600
46,26.3,2023-03-12:18,5,44,21,11,13,2023-03-13T05:00:00,2023-03-12T18:00:00,1678644000
46,26.1,2023-03-12:17,4.3,44.3,20.7,11,12,2023-03-13T04:00:00,2023-03-12T17:00:00,1678640400
46,25.9,2023-03-12:16,3.7,44.7,20.3,11,11,2023-03-13T03:00:00,2023-03-12T16:00:00,1678636800
46,25.7,2023-03-12:15,3,45,20,11,10,2023-03-13T02:00:00,2023-03-12T15:00:00,1678633200
44,25.3,2023-03-12:14,2.7,46.3,19.7,10.67,9,2023-03-13T01:00:00,2023-03-12T14:00:00,1678629600
43,24.9,2023-03-12:13,2.3,47.7,19.3,10.33,8,2023-03-13T00:00:00,2023-03-12T13:00:00,1678626000
42,24.5,2023-03-12:12,2,49,19,10,7,2023-03-12T23:00:00,2023-03-12T12:00:00,1678622400
43,24.5,2023-03-12:11,2.3,47.3,19.3,10.33,7.7,2023-03-12T22:00:00,2023-03-12T11:00:00,1678618800
44,24.5,2023-03-12:10,2.7,45.7,19.7,10.67,8.3,2023-03-12T21:00:00,2023-03-12T10:00:00,1678615200
46,24.5,2023-03-12:09,3,44,20,11,9,2023-03-12T20:00:00,2023-03-12T09:00:00,1678611600
47,25.9,2023-03-12:08,5,43.3,21,11.33,15.7,2023-03-12T19:00:00,2023-03-12T08:00:00,1678608000
49,27.2,2023-03-12:07,7,42.7,22,11.67,22.3,2023-03-12T18:00:00,2023-03-12T07:00:00,1678604400
50,28.6,2023-03-12:06,9,42,23,12,29,2023-03-12T17:00:00,2023-03-12T06:00:00,1678600800
51,29,2023-03-12:05,10,43.7,23.7,12.33,30.7,2023-03-12T16:00:00,2023-03-12T05:00:00,1678597200
51,29.4,2023-03-12:04,11,45.3,24.3,12.67,32.3,2023-03-12T15:00:00,2023-03-12T04:00:00,1678593600
52,29.8,2023-03-12:03,12,47,25,13,34,2023-03-12T14:00:00,2023-03-12T03:00:00,1678590000
50,28.2,2023-03-12:02,9,51.7,22.7,12,26.3,2023-03-12T13:00:00,2023-03-12T02:00:00,1678586400
46,26.7,2023-03-12:01,6,56.3,20.3,11,18.7,2023-03-12T12:00:00,2023-03-12T01:00:00,1678582800
42,25.1,2023-03-12:00,3,61,18,10,11,2023-03-12T11:00:00,2023-03-12T00:00:00,1678579200
43,27.4,2023-03-11:23,6.3,56.7,18.7,10.33,13.7,2023-03-12T10:00:00,2023-03-11T23:00:00,1678575600
44,29.8,2023-03-11:22,9.7,52.3,19.3,10.67,16.3,2023-03-12T09:00:00,2023-03-11T22:00:00,1678572000
46,32.1,2023-03-11:21,13,48,20,11,19,2023-03-12T08:00:00,2023-03-11T21:00:00,1678568400
44,32.5,2023-03-11:20,14.7,46.7,19,10.67,22,2023-03-12T07:00:00,2023-03-11T20:00:00,1678564800
43,32.9,2023-03-11:19,16.3,45.3,18,10.33,25,2023-03-12T06:00:00,2023-03-11T19:00:00,1678561200
42,33.3,2023-03-11:18,18,44,17,10,28,2023-03-12T05:00:00,2023-03-11T18:00:00,1678557600
53,42.6,2023-03-11:17,25,35,22.3,13.33,41.7,2023-03-12T04:00:00,2023-03-11T17:00:00,1678554000
60,51.9,2023-03-11:16,32,26,27.7,16.67,55.3,2023-03-12T03:00:00,2023-03-11T16:00:00,1678550400
67,61.3,2023-03-11:15,39,17,33,20,69,2023-03-12T02:00:00,2023-03-11T15:00:00,1678546800
62,57.8,2023-03-11:14,41.7,15.3,29,17.33,68.7,2023-03-12T01:00:00,2023-03-11T14:00:00,1678543200
56,54.3,2023-03-11:13,44.3,13.7,25,14.67,68.3,2023-03-12T00:00:00,2023-03-11T13:00:00,1678539600
50,50.8,2023-03-11:12,47,12,21,12,68,2023-03-11T23:00:00,2023-03-11T12:00:00,1678536000
49,46.9,2023-03-11:11,43.7,18.3,20.7,11.67,61,2023-03-11T22:00:00,2023-03-11T11:00:00,1678532400
47,43,2023-03-11:10,40.3,24.7,20.3,11.33,54,2023-03-11T21:00:00,2023-03-11T10:00:00,1678528800
46,39.1,2023-03-11:09,37,31,20,11,47,2023-03-11T20:00:00,2023-03-11T09:00:00,1678525200
47,37.4,2023-03-11:08,29.3,41.7,20.3,11.33,42.7,2023-03-11T19:00:00,2023-03-11T08:00:00,1678521600
49,35.6,2023-03-11:07,21.7,52.3,20.7,11.67,38.3,2023-03-11T18:00:00,2023-03-11T07:00:00,1678518000
50,33.8,2023-03-11:06,14,63,21,12,34,2023-03-11T17:00:00,2023-03-11T06:00:00,1678514400
51,34,2023-03-11:05,13.3,64.7,21,12.33,37.3,2023-03-11T16:00:00,2023-03-11T05:00:00,1678510800
51,34.2,2023-03-11:04,12.7,66.3,21,12.67,40.7,2023-03-11T15:00:00,2023-03-11T04:00:00,1678507200
52,34.4,2023-03-11:03,12,68,21,13,44,2023-03-11T14:00:00,2023-03-11T03:00:00,1678503600
54,35.6,2023-03-11:02,14.7,63.7,22.3,14,49,2023-03-11T13:00:00,2023-03-11T02:00:00,1678500000
56,36.8,2023-03-11:01,17.3,59.3,23.7,15,54,2023-03-11T12:00:00,2023-03-11T01:00:00,1678496400
59,37.9,2023-03-11:00,20,55,25,16,59,2023-03-11T11:00:00,2023-03-11T00:00:00,1678492800
58,41,2023-03-10:23,23,43.7,25,15.67,56.7,2023-03-11T10:00:00,2023-03-10T23:00:00,1678489200
57,44.2,2023-03-10:22,26,32.3,25,15.33,54.3,2023-03-11T09:00:00,2023-03-10T22:00:00,1678485600
56,47.3,2023-03-10:21,29,21,25,15,52,2023-03-11T08:00:00,2023-03-10T21:00:00,1678482000
58,45.3,2023-03-10:20,28.7,20.3,25.7,15.67,52.3,2023-03-11T07:00:00,2023-03-10T20:00:00,1678478400
59,43.4,2023-03-10:19,28.3,19.7,26.3,16.33,52.7,2023-03-11T06:00:00,2023-03-10T19:00:00,1678474800
61,41.4,2023-03-10:18,28,19,27,17,53,2023-03-11T05:00:00,2023-03-10T18:00:00,1678471200
56,37,2023-03-10:17,24,25.3,24.3,14.67,45.7,2023-03-11T04:00:00,2023-03-10T17:00:00,1678467600
51,32.5,2023-03-10:16,20,31.7,21.7,12.33,38.3,2023-03-11T03:00:00,2023-03-10T16:00:00,1678464000
42,28,2023-03-10:15,16,38,19,10,31,2023-03-11T02:00:00,2023-03-10T15:00:00,1678460400
42,28,2023-03-10:14,15.7,38,19,10,27.3,2023-03-11T01:00:00,2023-03-10T14:00:00,1678456800
42,28,2023-03-10:13,15.3,38,19,10,23.7,2023-03-11T00:00:00,2023-03-10T13:00:00,1678453200
42,28,2023-03-10:12,15,38,19,10,20,2023-03-10T23:00:00,2023-03-10T12:00:00,1678449600
43,27.4,2023-03-10:11,16,37,20,10.33,18.3,2023-03-10T22:00:00,2023-03-10T11:00:00,1678446000
44,26.8,2023-03-10:10,17,36,21,10.67,16.7,2023-03-10T21:00:00,2023-03-10T10:00:00,1678442400
46,26.3,2023-03-10:09,18,35,22,11,15,2023-03-10T20:00:00,2023-03-10T09:00:00,1678438800
46,25.5,2023-03-10:08,14.7,43,22.3,11,17,2023-03-10T19:00:00,2023-03-10T08:00:00,1678435200
46,24.7,2023-03-10:07,11.3,51,22.7,11,19,2023-03-10T18:00:00,2023-03-10T07:00:00,1678431600
46,23.9,2023-03-10:06,8,59,23,11,21,2023-03-10T17:00:00,2023-03-10T06:00:00,1678428000
46,24.7,2023-03-10:05,7.7,58.3,23.3,11,21,2023-03-10T16:00:00,2023-03-10T05:00:00,1678424400
46,25.5,2023-03-10:04,7.3,57.7,23.7,11,21,2023-03-10T15:00:00,2023-03-10T04:00:00,1678420800
46,26.3,2023-03-10:03,7,57,24,11,21,2023-03-10T14:00:00,2023-03-10T03:00:00,1678417200
46,28,2023-03-10:02,8.3,56,24,11,26.7,2023-03-10T13:00:00,2023-03-10T02:00:00,1678413600
46,29.8,2023-03-10:01,9.7,55,24,11,32.3,2023-03-10T12:00:00,2023-03-10T01:00:00,1678410000
46,31.5,2023-03-10:00,11,54,24,11,38,2023-03-10T11:00:00,2023-03-10T00:00:00,1678406400
59,50.8,2023-03-09:23,20.7,38.7,30.3,16.33,50.7,2023-03-10T10:00:00,2023-03-09T23:00:00,1678402800
71,70,2023-03-09:22,30.3,23.3,36.7,21.67,63.3,2023-03-10T09:00:00,2023-03-09T22:00:00,1678399200
82,89.3,2023-03-09:21,40,8,43,27,76,2023-03-10T08:00:00,2023-03-09T21:00:00,1678395600
85,88.3,2023-03-09:20,39,6.3,44.3,28,76,2023-03-10T07:00:00,2023-03-09T20:00:00,1678392000
87,87.3,2023-03-09:19,38,4.7,45.7,29,76,2023-03-10T06:00:00,2023-03-09T19:00:00,1678388400
89,86.4,2023-03-09:18,37,3,47,30,76,2023-03-10T05:00:00,2023-03-09T18:00:00,1678384800
88,86.6,2023-03-09:17,35,5.7,46.7,29.67,73,2023-03-10T04:00:00,2023-03-09T17:00:00,1678381200
87,86.8,2023-03-09:16,33,8.3,46.3,29.33,70,2023-03-10T03:00:00,2023-03-09T16:00:00,1678377600
87,87,2023-03-09:15,31,11,46,29,67,2023-03-10T02:00:00,2023-03-09T15:00:00,1678374000
75,71.6,2023-03-09:14,30.3,12.7,39,23.67,51,2023-03-10T01:00:00,2023-03-09T14:00:00,1678370400
64,56.2,2023-03-09:13,29.7,14.3,32,18.33,35,2023-03-10T00:00:00,2023-03-09T13:00:00,1678366800
52,40.9,2023-03-09:12,29,16,25,13,19,2023-03-09T23:00:00,2023-03-09T12:00:00,1678363200
49,36.6,2023-03-09:11,27.3,17.3,22.7,11.67,18.3,2023-03-09T22:00:00,2023-03-09T11:00:00,1678359600
43,32.3,2023-03-09:10,25.7,18.7,20.3,10.33,17.7,2023-03-09T21:00:00,2023-03-09T10:00:00,1678356000
37,28,2023-03-09:09,24,20,18,9,17,2023-03-09T20:00:00,2023-03-09T09:00:00,1678352400
32,25.9,2023-03-09:08,18.7,26.7,15.7,7.67,17,2023-03-09T19:00:00,2023-03-09T08:00:00,1678348800
26,23.7,2023-03-09:07,13.3,33.3,13.3,6.33,17,2023-03-09T18:00:00,2023-03-09T07:00:00,1678345200
21,21.6,2023-03-09:06,8,40,11,5,17,2023-03-09T17:00:00,2023-03-09T06:00:00,1678341600
22,21.8,2023-03-09:05,7.7,40.7,11.3,5.33,16.7,2023-03-09T16:00:00,2023-03-09T05:00:00,1678338000
24,22,2023-03-09:04,7.3,41.3,11.7,5.67,16.3,2023-03-09T15:00:00,2023-03-09T04:00:00,1678334400
25,22.2,2023-03-09:03,7,42,12,6,16,2023-03-09T14:00:00,2023-03-09T03:00:00,1678330800
25,22.8,2023-03-09:02,6.7,41.3,12,6,16,2023-03-09T13:00:00,2023-03-09T02:00:00,1678327200
25,23.3,2023-03-09:01,6.3,40.7,12,6,16,2023-03-09T12:00:00,2023-03-09T01:00:00,1678323600
25,23.9,2023-03-09:00,6,40,12,6,16,2023-03-09T11:00:00,2023-03-09T00:00:00,1678320000
33,35,2023-03-08:23,11,31,14.3,8,22,2023-03-09T10:00:00,2023-03-08T23:00:00,1678316400
42,46.1,2023-03-08:22,16,22,16.7,10,28,2023-03-09T09:00:00,2023-03-08T22:00:00,1678312800
50,57.2,2023-03-08:21,21,13,19,12,34,2023-03-09T08:00:00,2023-03-08T21:00:00,1678309200
42,48.2,2023-03-08:20,19,14.7,16.3,10,30,2023-03-09T07:00:00,2023-03-08T20:00:00,1678305600
33,39.3,2023-03-08:19,17,16.3,13.7,8,26,2023-03-09T06:00:00,2023-03-08T19:00:00,1678302000
25,30.3,2023-03-08:18,15,18,11,6,22,2023-03-09T05:00:00,2023-03-08T18:00:00,1678298400
29,36.2,2023-03-08:17,20.7,15.3,13,7,26.7,2023-03-09T04:00:00,2023-03-08T17:00:00,1678294800
33,42,2023-03-08:16,26.3,12.7,15,8,31.3,2023-03-09T03:00:00,2023-03-08T16:00:00,1678291200
37,47.9,2023-03-08:15,32,10,17,9,36,2023-03-09T02:00:00,2023-03-08T15:00:00,1678287600
47,53.3,2023-03-08:14,36.3,11,20.3,11.33,37.7,2023-03-09T01:00:00,2023-03-08T14:00:00,1678284000
54,58.7,2023-03-08:13,40.7,12,23.7,13.67,39.3,2023-03-09T00:00:00,2023-03-08T13:00:00,1678280400
59,64.2,2023-03-08:12,45,13,27,16,41,2023-03-08T23:00:00,2023-03-08T12:00:00,1678276800
53,57,2023-03-08:11,41.3,17,22,13.33,35.3,2023-03-08T22:00:00,2023-03-08T11:00:00,1678273200
44,49.8,2023-03-08:10,37.7,21,17,10.67,29.7,2023-03-08T21:00:00,2023-03-08T10:00:00,1678269600
33,42.6,2023-03-08:09,34,25,12,8,24,2023-03-08T20:00:00,2023-03-08T09:00:00,1678266000
28,36.8,2023-03-08:08,25.3,35.7,10,6.67,21.3,2023-03-08T19:00:00,2023-03-08T08:00:00,1678262400
22,30.9,2023-03-08:07,16.7,46.3,8,5.33,18.7,2023-03-08T18:00:00,2023-03-08T07:00:00,1678258800
26,25.1,2023-03-08:06,8,57,6,4,16,2023-03-08T17:00:00,2023-03-08T06:00:00,1678255200
27,25.5,2023-03-08:05,8.3,58.7,6.3,4,18.3,2023-03-08T16:00:00,2023-03-08T05:00:00,1678251600
28,25.9,2023-03-08:04,8.7,60.3,6.7,4,20.7,2023-03-08T15:00:00,2023-03-08T04:00:00,1678248000
29,26.3,2023-03-08:03,9,62,7,4,23,2023-03-08T14:00:00,2023-03-08T03:00:00,1678244400
26,26.8,2023-03-08:02,9.3,56,5.3,3,23.3,2023-03-08T13:00:00,2023-03-08T02:00:00,1678240800
23,27.4,2023-03-08:01,9.7,50,3.7,2,23.7,2023-03-08T12:00:00,2023-03-08T01:00:00,1678237200
20,28,2023-03-08:00,10,44,2,1,24,2023-03-08T11:00:00,2023-03-08T00:00:00,1678233600
29,48.6,2023-03-07:23,19.3,34.3,11,7,33.7,2023-03-08T10:00:00,2023-03-07T23:00:00,1678230000
52,69.3,2023-03-07:22,28.7,24.7,20,13,43.3,2023-03-08T09:00:00,2023-03-07T22:00:00,1678226400
65,89.9,2023-03-07:21,38,15,29,19,53,2023-03-08T08:00:00,2023-03-07T21:00:00,1678222800
62,83.3,2023-03-07:20,39,13.3,26,17.33,47.7,2023-03-08T07:00:00,2023-03-07T20:00:00,1678219200
58,76.6,2023-03-07:19,40,11.7,23,15.67,42.3,2023-03-08T06:00:00,2023-03-07T19:00:00,1678215600
54,70,2023-03-07:18,41,10,20,14,37,2023-03-08T05:00:00,2023-03-07T18:00:00,1678212000
54,71.8,2023-03-07:17,44.3,9,20.3,14,39.3,2023-03-08T04:00:00,2023-03-07T17:00:00,1678208400
54,73.5,2023-03-07:16,47.7,8,20.7,14,41.7,2023-03-08T03:00:00,2023-03-07T16:00:00,1678204800
54,75.3,2023-03-07:15,51,7,21,14,44,2023-03-08T02:00:00,2023-03-07T15:00:00,1678201200
54,67.1,2023-03-07:14,47.7,15,22.3,13.67,42.3,2023-03-08T01:00:00,2023-03-07T14:00:00,1678197600
53,58.9,2023-03-07:13,44.3,23,23.7,13.33,40.7,2023-03-08T00:00:00,2023-03-07T13:00:00,1678194000
52,50.8,2023-03-07:12,41,31,25,13,39,2023-03-07T23:00:00,2023-03-07T12:00:00,1678190400
56,57.4,2023-03-07:11,49.3,31.3,27.7,14.67,37,2023-03-07T22:00:00,2023-03-07T11:00:00,1678186800
59,64,2023-03-07:10,57.7,31.7,30.3,16.33,35,2023-03-07T21:00:00,2023-03-07T10:00:00,1678183200
63,70.6,2023-03-07:09,66,32,33,18,33,2023-03-07T20:00:00,2023-03-07T09:00:00,1678179600
54,56,2023-03-07:08,47.3,38.3,26.3,14,27,2023-03-07T19:00:00,2023-03-07T08:00:00,1678176000
42,41.4,2023-03-07:07,28.7,44.7,19.7,10,21,2023-03-07T18:00:00,2023-03-07T07:00:00,1678172400
25,26.8,2023-03-07:06,10,51,13,6,15,2023-03-07T17:00:00,2023-03-07T06:00:00,1678168800
26,27.2,2023-03-07:05,9,55.3,13,6.33,17.7,2023-03-07T16:00:00,2023-03-07T05:00:00,1678165200
28,27.6,2023-03-07:04,8,59.7,13,6.67,20.3,2023-03-07T15:00:00,2023-03-07T04:00:00,1678161600
30,28,2023-03-07:03,7,64,13,7,23,2023-03-07T14:00:00,2023-03-07T03:00:00,1678158000
31,30.3,2023-03-07:02,9.3,60.3,13.7,7.33,24,2023-03-07T13:00:00,2023-03-07T02:00:00,1678154400
32,32.7,2023-03-07:01,11.7,56.7,14.3,7.67,25,2023-03-07T12:00:00,2023-03-07T01:00:00,1678150800
33,35,2023-03-07:00,14,53,15,8,26,2023-03-07T11:00:00,2023-03-07T00:00:00,1678147200
39,44.5,2023-03-06:23,20.3,39.7,16.3,9.33,29,2023-03-07T10:00:00,2023-03-06T23:00:00,1678143600
44,54.1,2023-03-06:22,26.7,26.3,17.7,10.67,32,2023-03-07T09:00:00,2023-03-06T22:00:00,1678140000
50,63.6,2023-03-06:21,33,13,19,12,35,2023-03-07T08:00:00,2023-03-06T21:00:00,1678136400
54,66.3,2023-03-06:20,38.7,14.3,21.3,13.67,36.7,2023-03-07T07:00:00,2023-03-06T20:00:00,1678132800
57,69.1,2023-03-06:19,44.3,15.7,23.7,15.33,38.3,2023-03-07T06:00:00,2023-03-06T19:00:00,1678129200
61,71.8,2023-03-06:18,50,17,26,17,40,2023-03-07T05:00:00,2023-03-06T18:00:00,1678125600
63,77.8,2023-03-06:17,55,19.3,27.7,18,42.7,2023-03-07T04:00:00,2023-03-06T17:00:00,1678122000
65,83.8,2023-03-06:16,60,21.7,29.3,19,45.3,2023-03-07T03:00:00,2023-03-06T16:00:00,1678118400
67,89.9,2023-03-06:15,65,24,31,20,48,2023-03-07T02:00:00,2023-03-06T15:00:00,1678114800
71,99.2,2023-03-06:14,64,25.3,33.7,21.67,49.7,2023-03-07T01:00:00,2023-03-06T14:00:00,1678111200
74,108.5,2023-03-06:13,63,26.7,36.3,23.33,51.3,2023-03-07T00:00:00,2023-03-06T13:00:00,1678107600
78,117.9,2023-03-06:12,62,28,39,25,53,2023-03-06T23:00:00,2023-03-06T12:00:00,1678104000
68,105.2,2023-03-06:11,56,21,32.3,20.33,45.7,2023-03-06T22:00:00,2023-03-06T11:00:00,1678100400
58,92.6,2023-03-06:10,50,14,25.7,15.67,38.3,2023-03-06T21:00:00,2023-03-06T10:00:00,1678096800
46,80,2023-03-06:09,44,7,19,11,31,2023-03-06T20:00:00,2023-03-06T09:00:00,1678093200
33,63.4,2023-03-06:08,32,22.3,15.3,8,24.3,2023-03-06T19:00:00,2023-03-06T08:00:00,1678089600
21,46.9,2023-03-06:07,20,37.7,11.7,5,17.7,2023-03-06T18:00:00,2023-03-06T07:00:00,1678086000
25,30.3,2023-03-06:06,8,53,8,2,11,2023-03-06T17:00:00,2023-03-06T06:00:00,1678082400
26,30.5,2023-03-06:05,7,56.7,7.3,2.33,12,2023-03-06T16:00:00,2023-03-06T05:00:00,1678078800
